,act,char,title
8,Charles C. Wilson,Gordon,It Happened One Night
9,Ernie Adams,The Bag Thief,It Happened One Night
10,Jessie Arnold,Woman at Auto Camp,It Happened One Night
11,Irving Bacon,Gas Station Attendant,It Happened One Night
12,William Bailey,Clark,It Happened One Night
13,Ward Bond,Bus Driver #1,It Happened One Night
14,Harry C. Bradley,Henderson,It Happened One Night
15,George P. Breakston,Boy Bus Passenger,It Happened One Night
16,Charles A. Browne,Reporter,It Happened One Night
17,James Burke,Detective,It Happened One Night
18,Edmund Burns,Best Man at Wedding,It Happened One Night
19,Ken Carson,Guitar Player on Bus,It Happened One Night
20,Eddy Chandler,Bus Driver #2,It Happened One Night
21,Wallis Clark,Lovington,It Happened One Night
22,Ray Cooke,Drunk Reporter,It Happened One Night
23,Joseph Crehan,Detective,It Happened One Night
24,Ray Creighton,Bus Passenger,It Happened One Night
25,Jack Curtis,Policeman,It Happened One Night
26,Mickey Daniels,Vendor on Bus,It Happened One Night
27,Eva Dennison,Society Woman,It Happened One Night
28,Neal Dodd,Minister at Wedding,It Happened One Night
29,Oliver Eckhardt,Mr. Dykes - Auto Camp Owner,It Happened One Night
30,Billy Engle,Bus Passenger,It Happened One Night
31,Jack Evans,Man Saying 'Your Bus Leaves in 5 Minutes',It Happened One Night
32,Bess Flowers,Agnes - Gordon's Secretary,It Happened One Night
33,Allen Fox,Bus Passenger,It Happened One Night
34,Dolores Fuller,Minor Role,It Happened One Night
35,Joaquin Garay,Mexican Bus Passenger,It Happened One Night
36,Carlton Griffin,Wedding Guest,It Happened One Night
37,Kit Guard,Bus Passenger,It Happened One Night
38,Sherry Hall,Drunk Reporter,It Happened One Night
39,A.R. Haysel,Bus Dispatcher,It Happened One Night
40,Frank Holliday,Detective,It Happened One Night
41,Harry Holman,Last Auto Camp Manager,It Happened One Night
42,Harry Hume,Policeman,It Happened One Night
43,William Irving,Passenger on Second Bus,It Happened One Night
44,Sam Josephson,Bus Passenger,It Happened One Night
45,Milton Kibbee,Drunk Reporter,It Happened One Night
46,Mimi Lindell,Bus Passenger,It Happened One Night
47,Marvin Loback,Bus Passenger,It Happened One Night
48,Rose May,Bus Passenger,It Happened One Night
49,William McCall,Bus Passenger,It Happened One Night
50,Claire McDowell,Mother on Bus,It Happened One Night
51,Kate Morgan,Bus Passenger,It Happened One Night
52,Gayle Morris,Flower Girl,It Happened One Night
53,Patsy O'Byrne,Bus Passenger,It Happened One Night
54,Earl Pingree,Policeman,It Happened One Night
55,Hal Price,Reporter,It Happened One Night
56,Margaret Reid,Bus Passenger,It Happened One Night
57,Ky Robinson,Detective,It Happened One Night
58,Blanche Rose,Bus Passenger,It Happened One Night
59,Rita Ross,Bus Passenger,It Happened One Night
60,Matty Roubert,Newsboy,It Happened One Night
61,Marvin Schecter,Bus Passenger,It Happened One Night
62,Harry Schultz,Bus Passenger,It Happened One Night
63,Bert Scott,Bus Passenger,It Happened One Night
64,Harry Semels,Bus Passenger,It Happened One Night
65,S.S. Simon,Bus Passenger,It Happened One Night
66,Linda Lee Solomon,Minor Role,It Happened One Night
67,Bert Starkey,Bus Passenger,It Happened One Night
68,Ethel Sykes,Maid of Honor,It Happened One Night
69,Jane Talent,Bus Passenger,It Happened One Night
70,Emma Tansey,Ticket Buyer,It Happened One Night
71,Harry Todd,Flagman at Railroad Crossing,It Happened One Night
72,Maidel Turner,Last Motel Manager's Wife,It Happened One Night
73,William Wagner,Waiter at Wedding,It Happened One Night
74,John Wallace,Bus Passenger,It Happened One Night
75,Fred Walton,Butler,It Happened One Night
76,Dave Wengren,Bus Passenger,It Happened One Night
77,Billy West,Reporter,It Happened One Night
78,Charles Wilroy,Bus Passenger,It Happened One Night
79,Buck Woods,Cook Serving Food to Passengers,It Happened One Night
80,Frank Yaconelli,Tony,It Happened One Night
0,Clark Gable,Peter,It Happened One Night
1,Claudette Colbert,Ellie,It Happened One Night
2,Walter Connolly,Andrews,It Happened One Night
3,Roscoe Karns,Shapeley,It Happened One Night
4,Jameson Thomas,Westley,It Happened One Night
5,Alan Hale,Danker,It Happened One Night
6,Arthur Hoyt,Zeke,It Happened One Night
7,Blanche Friderici,Zeke's Wife,It Happened One Night
8,Charles C. Wilson,Gordon,It Happened One Night
9,Ernie Adams,The Bag Thief,It Happened One Night
10,Jessie Arnold,Woman at Auto Camp,It Happened One Night
11,Irving Bacon,Gas Station Attendant,It Happened One Night
12,William Bailey,Clark,It Happened One Night
13,Ward Bond,Bus Driver #1,It Happened One Night
14,Harry C. Bradley,Henderson,It Happened One Night
15,George P. Breakston,Boy Bus Passenger,It Happened One Night
16,Charles A. Browne,Reporter,It Happened One Night
17,James Burke,Detective,It Happened One Night
18,Edmund Burns,Best Man at Wedding,It Happened One Night
19,Ken Carson,Guitar Player on Bus,It Happened One Night
20,Eddy Chandler,Bus Driver #2,It Happened One Night
21,Wallis Clark,Lovington,It Happened One Night
22,Ray Cooke,Drunk Reporter,It Happened One Night
23,Joseph Crehan,Detective,It Happened One Night
24,Ray Creighton,Bus Passenger,It Happened One Night
25,Jack Curtis,Policeman,It Happened One Night
26,Mickey Daniels,Vendor on Bus,It Happened One Night
27,Eva Dennison,Society Woman,It Happened One Night
28,Neal Dodd,Minister at Wedding,It Happened One Night
29,Oliver Eckhardt,Mr. Dykes - Auto Camp Owner,It Happened One Night
30,Billy Engle,Bus Passenger,It Happened One Night
31,Jack Evans,Man Saying 'Your Bus Leaves in 5 Minutes',It Happened One Night
32,Bess Flowers,Agnes - Gordon's Secretary,It Happened One Night
33,Allen Fox,Bus Passenger,It Happened One Night
34,Dolores Fuller,Minor Role,It Happened One Night
35,Joaquin Garay,Mexican Bus Passenger,It Happened One Night
36,Carlton Griffin,Wedding Guest,It Happened One Night
37,Kit Guard,Bus Passenger,It Happened One Night
38,Sherry Hall,Drunk Reporter,It Happened One Night
39,A.R. Haysel,Bus Dispatcher,It Happened One Night
40,Frank Holliday,Detective,It Happened One Night
41,Harry Holman,Last Auto Camp Manager,It Happened One Night
42,Harry Hume,Policeman,It Happened One Night
43,William Irving,Passenger on Second Bus,It Happened One Night
44,Sam Josephson,Bus Passenger,It Happened One Night
45,Milton Kibbee,Drunk Reporter,It Happened One Night
46,Mimi Lindell,Bus Passenger,It Happened One Night
47,Marvin Loback,Bus Passenger,It Happened One Night
48,Rose May,Bus Passenger,It Happened One Night
49,William McCall,Bus Passenger,It Happened One Night
50,Claire McDowell,Mother on Bus,It Happened One Night
51,Kate Morgan,Bus Passenger,It Happened One Night
52,Gayle Morris,Flower Girl,It Happened One Night
53,Patsy O'Byrne,Bus Passenger,It Happened One Night
54,Earl Pingree,Policeman,It Happened One Night
55,Hal Price,Reporter,It Happened One Night
56,Margaret Reid,Bus Passenger,It Happened One Night
57,Ky Robinson,Detective,It Happened One Night
58,Blanche Rose,Bus Passenger,It Happened One Night
59,Rita Ross,Bus Passenger,It Happened One Night
60,Matty Roubert,Newsboy,It Happened One Night
61,Marvin Schecter,Bus Passenger,It Happened One Night
62,Harry Schultz,Bus Passenger,It Happened One Night
63,Bert Scott,Bus Passenger,It Happened One Night
64,Harry Semels,Bus Passenger,It Happened One Night
65,S.S. Simon,Bus Passenger,It Happened One Night
66,Linda Lee Solomon,Minor Role,It Happened One Night
67,Bert Starkey,Bus Passenger,It Happened One Night
68,Ethel Sykes,Maid of Honor,It Happened One Night
69,Jane Talent,Bus Passenger,It Happened One Night
70,Emma Tansey,Ticket Buyer,It Happened One Night
71,Harry Todd,Flagman at Railroad Crossing,It Happened One Night
72,Maidel Turner,Last Motel Manager's Wife,It Happened One Night
73,William Wagner,Waiter at Wedding,It Happened One Night
74,John Wallace,Bus Passenger,It Happened One Night
75,Fred Walton,Butler,It Happened One Night
76,Dave Wengren,Bus Passenger,It Happened One Night
77,Billy West,Reporter,It Happened One Night
78,Charles Wilroy,Bus Passenger,It Happened One Night
79,Buck Woods,Cook Serving Food to Passengers,It Happened One Night
80,Frank Yaconelli,Tony,It Happened One Night
0,James Stewart,George Bailey,It's a Wonderful Life
1,Donna Reed,Mary Hatch,It's a Wonderful Life
2,Lionel Barrymore,Mr. Potter,It's a Wonderful Life
3,Thomas Mitchell,Uncle Billy,It's a Wonderful Life
4,Henry Travers,Clarence,It's a Wonderful Life
5,Beulah Bondi,Mrs. Bailey,It's a Wonderful Life
6,Frank Faylen,Ernie,It's a Wonderful Life
7,Ward Bond,Bert,It's a Wonderful Life
8,Gloria Grahame,Violet,It's a Wonderful Life
9,H.B. Warner,Mr. Gower,It's a Wonderful Life
10,Frank Albertson,Sam Wainwright,It's a Wonderful Life
11,Todd Karns,Harry Bailey,It's a Wonderful Life
12,Samuel S. Hinds,Pa Bailey,It's a Wonderful Life
13,Mary Treen,Cousin Tilly,It's a Wonderful Life
14,Virginia Patton,Ruth Dakin,It's a Wonderful Life
15,Charles Williams,Cousin Eustace,It's a Wonderful Life
16,Sarah Edwards,Mrs. Hatch,It's a Wonderful Life
17,William Edmunds,Mr. Martini,It's a Wonderful Life
18,Lillian Randolph,Annie,It's a Wonderful Life
19,Argentina Brunetti,Mrs. Martini,It's a Wonderful Life
20,Robert J. Anderson,Little George,It's a Wonderful Life
21,Ronnie Ralph,Little Sam,It's a Wonderful Life
22,Jean Gale,Little Mary,It's a Wonderful Life
23,Jeanine Ann Roose,Little Violet,It's a Wonderful Life
24,Danny Mummert,Little Marty Hatch,It's a Wonderful Life
25,Georgie Nokes,Little Harry Bailey,It's a Wonderful Life
26,Sheldon Leonard,Nick,It's a Wonderful Life
27,Frank Hagney,Potter's Bodyguard,It's a Wonderful Life
28,Ray Walker,Joe,It's a Wonderful Life
29,Charles Lane,Real Estate Salesman,It's a Wonderful Life
30,Edward Keane,Tom,It's a Wonderful Life
31,Carol Coombs,The Bailey Child - Janie,It's a Wonderful Life
32,Karolyn Grimes,The Bailey Child - Zuzu,It's a Wonderful Life
33,Larry Simms,The Bailey Child - Pete,It's a Wonderful Life
34,Jimmy Hawkins,The Bailey Child - Tommy,It's a Wonderful Life
35,Jean Acker,Townswoman,It's a Wonderful Life
36,Ernie Adams,Ed,It's a Wonderful Life
37,Monya Andre,Elderly Woman,It's a Wonderful Life
38,Stanley Andrews,Mr. Welch,It's a Wonderful Life
39,Sam Ash,Nervous Banker,It's a Wonderful Life
40,Jack Bailey,One of Vi's Suitors,It's a Wonderful Life
41,Mary Bayless,Townswoman,It's a Wonderful Life
42,Beth Belden,Young Girl,It's a Wonderful Life
43,Brooks Benedict,Military Officer in Montage,It's a Wonderful Life
44,Joseph E. Bernard,Townsman,It's a Wonderful Life
45,Al Bridge,Sheriff,It's a Wonderful Life
46,Buz Buckley,Young Boy,It's a Wonderful Life
47,Marian Carr,Jane Wainwright,It's a Wonderful Life
48,Adriana Caselotti,Singer at Martini's,It's a Wonderful Life
49,Lane Chandler,Policeman,It's a Wonderful Life
50,Michael Chapin,Young George's Friend,It's a Wonderful Life
51,Tom Chatterton,Townsman,It's a Wonderful Life
52,Jack Cheatham,Cop Arresting Violet,It's a Wonderful Life
53,Harry Cheshire,Dr. Campbell,It's a Wonderful Life
54,Edward Clark,Building & Loan Board Member,It's a Wonderful Life
55,Tom Coleman,Building & Loan Customer,It's a Wonderful Life
56,Ellen Corby,Ms. Davis,It's a Wonderful Life
57,Jimmy the Crow,Crow in Bank,It's a Wonderful Life
58,Bryn Davis,Elderly Woman,It's a Wonderful Life
59,Lew Davis,High School Teacher at Poolside,It's a Wonderful Life
60,Helen Dickson,Woman at Graduation Dance,It's a Wonderful Life
61,Dick Elliott,Man on Porch,It's a Wonderful Life
62,Tom Fadden,Tollhouse Keeper,It's a Wonderful Life
63,Frank Fenton,Violet's Boyfriend,It's a Wonderful Life
64,Eddie Fetherston,Horace,It's a Wonderful Life
65,Sam Flint,Relieved Banker in Potter's Office,It's a Wonderful Life
66,Dick Gordon,Photographer with Sheriff,It's a Wonderful Life
67,Jack Gordon,Bar Patron,It's a Wonderful Life
68,Herschel Graham,Townsman,It's a Wonderful Life
69,Joseph Granby,Elderly Man,It's a Wonderful Life
70,Charles Halton,Carter,It's a Wonderful Life
71,Herbert Heywood,Building & Loan Depositor,It's a Wonderful Life
72,Harry Holman,Mr. Partridge,It's a Wonderful Life
73,Art Howard,Building & Loan Board Member,It's a Wonderful Life
74,Bert Howard,Building & Loan Board Member,It's a Wonderful Life
75,Arthur Stuart Hull,Mr. Randall,It's a Wonderful Life
76,John Indrisano,Man in Fantasy,It's a Wonderful Life
77,Eddie Kane,Building & Loan Depositor,It's a Wonderful Life
78,Carl Kent,Townsman,It's a Wonderful Life
79,Milton Kibbee,Building & Loan Board Member,It's a Wonderful Life
80,Effie Laird,Townswoman,It's a Wonderful Life
81,Mike Lally,Building & Loan Customer,It's a Wonderful Life
82,Harold Landon,Marty Hatch,It's a Wonderful Life
83,Meade 'Lux' Lewis,Pianist in Nick's Place,It's a Wonderful Life
84,Jack Lomas,Bar Patron,It's a Wonderful Life
85,J. Farrell MacDonald,Man Whose Grandfather Planted Tree,It's a Wonderful Life
86,Irene Mack,Townswoman,It's a Wonderful Life
87,Wilbur Mack,Building and Loan Customer,It's a Wonderful Life
88,Charles Meakin,Elderly Man,It's a Wonderful Life
89,Priscilla Montgomery,Student in Gym,It's a Wonderful Life
90,Bert Moorhouse,Man with Sheriff,It's a Wonderful Life
91,Evelyn Moriarty,Bar Patron,It's a Wonderful Life
92,Philip Morris,Building & Loan Customer,It's a Wonderful Life
93,George Noisom,School Dancer,It's a Wonderful Life
94,Bob O'Connor,Bar Patron,It's a Wonderful Life
95,Frank O'Connor,Military Officer in Montage,It's a Wonderful Life
96,Lynn O'Leary-Jameson,Infant Janie Bailey,It's a Wonderful Life
97,Moroni Olsen,Senior Angel,It's a Wonderful Life
98,Garry Owen,Bill-Poster,It's a Wonderful Life
99,Netta Packer,Elderly Woman,It's a Wonderful Life
100,Franklin Parker,Photographer,It's a Wonderful Life
101,Franklin Parker,Reporter,It's a Wonderful Life
102,Suzanne Ridgway,Nick's Waitress,It's a Wonderful Life
103,Mark Roberts,Mickey,It's a Wonderful Life
104,Constantine Romanoff,Bar Patron,It's a Wonderful Life
105,Cy Schindell,Nick's Bouncer,It's a Wonderful Life
106,Almira Sessions,Potter's Secretary,It's a Wonderful Life
107,Cedric Stevens,Townsman,It's a Wonderful Life
108,Brick Sullivan,Man in Fantasy,It's a Wonderful Life
109,Charles Sullivan,Nick's Bartender,It's a Wonderful Life
110,Carl 'Alfalfa' Switzer,Freddie Othello,It's a Wonderful Life
111,Max Wagner,Cashier,It's a Wonderful Life
112,Max Wagner,Nick's Assistant Bouncer,It's a Wonderful Life
113,Larry Wheat,Building & Loan Board Member,It's a Wonderful Life
114,Charles C. Wilson,Charlie,It's a Wonderful Life
0,Meryl Streep,Jane Adler,It's Complicated
1,Steve Martin,Adam Schaffer,It's Complicated
2,Alec Baldwin,Jake Adler,It's Complicated
3,John Krasinski,Harley,It's Complicated
4,Lake Bell,Agness Adler,It's Complicated
5,Mary Kay Place,Joanne,It's Complicated
6,Rita Wilson,Trisha,It's Complicated
7,Alexandra Wentworth,Diane,It's Complicated
8,Hunter Parrish,Luke Adler,It's Complicated
9,Zoe Kazan,Gabby Adler,It's Complicated
10,Caitlin FitzGerald,Lauren Adler,It's Complicated
11,Emjay Anthony,Pedro Adler,It's Complicated
12,Nora Dunn,Sally,It's Complicated
13,Bruce Altman,Ted,It's Complicated
14,Robert Curtis Brown,Peter,It's Complicated
15,James Patrick Stuart,Dr. Moss,It's Complicated
16,Peter Mackenzie,Dr. Allen,It's Complicated
17,Pat Finn,Hotel Doctor,It's Complicated
18,Heitor Pereira,Party Musician,It's Complicated
19,Ramin Djawadi,Party Musician,It's Complicated
20,Ryeland Allison,Party Musician,It's Complicated
21,Sean Hamrin,Oliver,It's Complicated
22,Valente Rodriguez,Reynaldo,It's Complicated
23,Emily Kinney,Waitress,It's Complicated
24,Amelia Rasche McCarthy,Bakery Manager,It's Complicated
25,Zack Robidas,Hotel Reception Clerk,It's Complicated
26,Lisa Masters,Woman in Elevator,It's Complicated
27,Scott Geyer,Man in Elevator,It's Complicated
28,Andrew Stewart-Jones,Restaurant Host,It's Complicated
29,Jon Frazier,Bartender,It's Complicated
30,Ryan Silverman,Bartender,It's Complicated
31,Jennifer Restivo,Woman at Bar,It's Complicated
32,Dana Power,Woman at Bar,It's Complicated
33,Michael Kopp,Self-Help Narrator,It's Complicated
34,Michael Rivera,Eddie,It's Complicated
35,Jennifer Eatz,Woman at Fertility Clinic,It's Complicated
36,Blanchard Ryan,Woman at Fertility Clinic,It's Complicated
37,Geneva Carr,Woman at Fertility Clinic,It's Complicated
38,Eric Rath,Man at Fertility Clinic,It's Complicated
39,Phil Coccioletti,Man at Fertility Clinic,It's Complicated
40,Deidre Goodwin,Fertility Nurse,It's Complicated
41,Rosalie Ward,Biltmore Reception Clerk,It's Complicated
42,Jessica St. Clair,Wedding Specialist,It's Complicated
43,Marina Squerciati,Melanie,It's Complicated
44,Ricardo Chacon,Police Officer,It's Complicated
45,Michael Yavnielli,Police Officer,It's Complicated
46,Robert Adamson,College Kid at Party,It's Complicated
47,Patrick King Jr.,College Kid at Party,It's Complicated
48,Donessa Alexander,Pedestrian,It's Complicated
49,Wesley Alfvin,Hotel Guest,It's Complicated
50,Ava Allan,Christmas Tree Shopper,It's Complicated
51,Martin Andris,College Kid at Party,It's Complicated
52,Gabriel Del Castillo,Upscale Farmer's Market Shopper,It's Complicated
53,Giovanni Cirfiera,Businessman,It's Complicated
54,Jimmy Clabots,College Kid at Party,It's Complicated
55,Debra Lord Cooke,Principal Dancer,It's Complicated
56,Michelle Liu Coughlin,Woman at Fertility Clinic,It's Complicated
57,Molly Culver,Adam's Girlfriend in Dream,It's Complicated
58,Alan Cumming,TV Actor,It's Complicated
59,Cynthia Daddona,Upscale Farmer's Market Shopper,It's Complicated
60,Michael Dean,Upscale Café Patron,It's Complicated
61,Rick L. Dean,Party Guest,It's Complicated
62,Katherine Dickson,Passenger,It's Complicated
63,Lisa Finn,Girl,It's Complicated
64,Shakira Vanise Gamble,Woman at Fertility Clinic,It's Complicated
65,Daniel Gold,Graduating Student,It's Complicated
66,Philip Greene,Graduation Parent,It's Complicated
67,Anthony Gusevich,College Graduate,It's Complicated
68,Meryl Hathaway,Bakery Server,It's Complicated
69,William James Kelly,Graduation Guest,It's Complicated
70,Anna Kuchma,Bakery Server #2,It's Complicated
71,Janice LaFlam,Hero,It's Complicated
72,Janice LaFlam,Graduation Guest,It's Complicated
73,Maximilian Law,Party Co-Host,It's Complicated
74,Anne Lockhart,Party Guest,It's Complicated
75,John Mitchell,Graduation Guest,It's Complicated
76,Lauren L. Murray,Bakery Woman #1,It's Complicated
77,Matthew Nadu,College Graduate,It's Complicated
78,Jason Andrew O'Malley,Waiter,It's Complicated
79,Louis C. Oberlander,Bohemian Gallery Owner,It's Complicated
80,Chuk Ogbonna,College Graduate,It's Complicated
81,Regina Palian,Party Guest,It's Complicated
82,Dorota Puzio,Party Guest,It's Complicated
83,Jason Roeser,Graduation Guest,It's Complicated
84,Stephanie Maura Sanchez,Biltmore Lobby Guest,It's Complicated
85,Kristen Schiano,Graduation Guest,It's Complicated
86,Derek Schreck,College Student,It's Complicated
87,Pooja Singh,College Student,It's Complicated
88,Karl Thwaites,College Graduate,It's Complicated
89,Julia Tokarz,Master's Graduate,It's Complicated
90,Pleasant Wayne,Resort Wife,It's Complicated
91,David Weincek,Principal Dancer,It's Complicated
92,Steven Weisz,Graduation Guest,It's Complicated
93,Oprah Winfrey,Herself,It's Complicated
94,Meghan Wolf,Waitress #2,It's Complicated
0,Mark Wahlberg,Charlie Croker,The Italian Job
1,Charlize Theron,Stella Bridger,The Italian Job
2,Donald Sutherland,John Bridger,The Italian Job
